Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
DRC36,OUT045,3344.8665
FDV21,OUT019,366.51852
FDB53,OUT046,2571.2568
DRP47,OUT019,665.8844
FDA14,OUT013,1678.8578
DRC24,OUT035,4338.133
FDW21,OUT018,1521.1681
NCH29,OUT046,2584.7622
FDU58,OUT013,1722.0336
FDY27,OUT017,1378.561
FDV56,OUT035,991.0405
FDT59,OUT046,5153.873
FDB23,OUT046,2189.761
FDR49,OUT045,566.1084
FDB03,OUT010,563.1721
FDN39,OUT045,2916.4531
FDX02,OUT027,5780.6465
FDQ16,OUT027,2444.3127
FDU35,OUT018,2097.9763
NCT29,OUT013,2918.423
FDZ27,OUT046,566.1426
FDN57,OUT017,3265.3696
FDA03,OUT018,2284.996
FDZ36,OUT045,4041.0383
NCU05,OUT013,626.4313
FDT39,OUT018,1825.6038
FDK60,OUT017,960.7383
FDZ25,OUT017,2937.3481
FDG12,OUT046,3742.28
DRB01,OUT019,379.41586
NCC43,OUT027,3290.6736
FDX13,OUT019,678.6377
FDM22,OUT049,822.2919
FDJ03,OUT027,1867.3002
FDU14,OUT018,3906.7866
FDB33,OUT010,356.21054
FDP27,OUT046,4517.2007
FDO38,OUT010,268.58298
FDE28,OUT027,4907.8413
FDO27,OUT035,1775.0903
DRL23,OUT027,2370.1904
FDS28,OUT046,1041.4076
FDX24,OUT013,1300.3767
FDZ02,OUT035,1846.1509
FDL46,OUT045,1334.4141
FDS60,OUT027,2617.6328
NCO06,OUT017,761.37976
FDO16,OUT035,1999.9305
FDC60,OUT049,701.8058
FDA48,OUT018,3788.108
FDZ36,OUT027,3258.5898
FDK27,OUT045,2063.3352
FDW23,OUT018,1081.7516
FDM14,OUT018,1308.7708
FDM14,OUT013,540.14905
FDW60,OUT018,2625.576
FDE21,OUT013,1300.6656
NCM42,OUT035,2441.5693
FDY59,OUT010,212.28952
DRI49,OUT049,1791.5797
FDT28,OUT019,401.19162
FDQ22,OUT018,347.1035
FDR60,OUT049,1020.4523
FDC50,OUT019,328.56552
FDV24,OUT013,3822.7048
DRF48,OUT010,465.13913
FDQ47,OUT046,850.35254
DRN36,OUT049,2275.17
NCY06,OUT035,2716.0903
FDE52,OUT035,1661.2368
NCB54,OUT045,1878.3953
NCF31,OUT035,3071.0596
FDJ08,OUT027,6039.9805
NCC07,OUT017,2431.3948
NCD19,OUT027,2393.8547
FDL46,OUT049,1515.7825
FDM20,OUT045,1832.2988
NCI06,OUT010,335.25058
DRM11,OUT035,5540.572
NCH07,OUT018,2359.7856
FDS23,OUT013,3279.881
FDO49,OUT018,501.0129
FDS35,OUT049,1201.1149
DRK39,OUT045,1196.3055
DRI39,OUT049,739.18774
FDV04,OUT017,2049.621
NCN14,OUT035,3870.7432
FDH08,OUT013,5318.555
FDS20,OUT046,4451.015
FDV40,OUT049,1289.8241
FDZ48,OUT010,302.5826
FDS24,OUT027,2872.8962
FDK44,OUT049,3911.1658
FDS48,OUT045,2646.5667
FDK26,OUT010,264.91562
FDD23,OUT045,3946.5713
NCH54,OUT017,2823.4084
NCP14,OUT010,521.8718
FDM60,OUT010,208.19894
FDV24,OUT017,2389.1897
FDH08,OUT018,2858.1357
FDS12,OUT027,1719.1935
FDR39,OUT027,4789.167
FDP12,OUT027,928.49927
DRF60,OUT027,8010.022
FDC09,OUT035,985.67285
FDF50,OUT018,2071.4263
FDG28,OUT035,4178.1113
NCE19,OUT017,560.58875
NCM53,OUT010,573.88806
NCN18,OUT049,1758.3615
FDF32,OUT035,4019.0403
FDF11,OUT013,2375.9436
DRI59,OUT049,3097.732
NCG54,OUT035,3326.7612
FDM44,OUT046,922.5187
FDT57,OUT018,1340.7974
FDV24,OUT046,3162.2922
FDI50,OUT019,907.8054
FDS09,OUT035,840.3645
NCC31,OUT027,4261.1113
FDQ07,OUT019,273.64975
FDC22,OUT017,4480.1304
FDZ56,OUT046,2135.6506
FDZ40,OUT019,252.27365
FDS46,OUT027,2965.0496
DRD24,OUT045,1403.3596
FDV45,OUT017,3503.4927
FDL26,OUT045,3747.7485
FDA56,OUT018,739.17566
FDN27,OUT046,793.4177
FDM20,OUT049,3920.6292
FDO16,OUT017,1220.1326
FDL03,OUT035,3265.9893
FDE58,OUT046,2238.3972
FDI02,OUT027,3410.5679
NCC55,OUT019,360.52963
FDR03,OUT018,2016.135
FDB14,OUT017,980.8485
FDR45,OUT013,4644.3867
NCN07,OUT017,3106.7783
FDM51,OUT019,394.1395
FDT52,OUT027,5444.7363
FDL26,OUT046,1038.2595
NCZ42,OUT046,3106.3909
DRI47,OUT019,492.2214
FDW40,OUT013,3240.3906
FDN34,OUT046,1394.341
FDS01,OUT035,4661.057
NCG55,OUT045,1473.937
FDC11,OUT035,1154.5892
FDX35,OUT018,3690.2554
NCB06,OUT046,3787.9658
FDR09,OUT019,931.6738
FDC53,OUT017,902.1533
FDY45,OUT013,4090.2314
FDA22,OUT010,377.30722
FDE02,OUT035,1312.7958
FDW21,OUT045,1461.0925
FDV34,OUT046,985.0962
FDS59,OUT049,2468.047
NCW17,OUT017,2882.0537
NCK54,OUT046,1593.0396
FDG17,OUT019,1499.9508
FDG35,OUT017,3441.6992
FDD08,OUT010,95.72885
NCO07,OUT017,3956.4097
FDJ10,OUT010,581.74097
FDW36,OUT017,1483.7891
FDW21,OUT010,449.5422
FDY19,OUT017,2451.8735
DRE03,OUT013,679.1317
NCC55,OUT049,709.9426
FDH52,OUT010,311.05966
FDO09,OUT017,4017.6057
FDU43,OUT045,5691.462
FDX09,OUT010,576.00806
FDH40,OUT019,339.4764
FDW58,OUT017,2030.1631
FDC47,OUT017,3800.8975
NCR41,OUT035,2010.6469
DRG49,OUT035,4789.19
FDC52,OUT027,5257.789
FDY13,OUT046,925.4298
FDY35,OUT013,994.8981
FDI35,OUT017,4920.3623
NCU18,OUT049,2613.4407
FDY33,OUT018,1326.3873
FDC15,OUT027,3469.6953
FDU01,OUT049,1455.4757
NCU42,OUT046,3279.8086
NCV29,OUT018,2903.4917
NCY30,OUT017,3146.9475
FDQ46,OUT049,3325.0208
FDG58,OUT027,3894.622
FDK33,OUT017,3767.8635
NCD07,OUT045,2068.482
NCX29,OUT027,2912.4258
NCT42,OUT013,2744.619
DRN59,OUT035,1145.9316
FDI44,OUT035,1114.2817
FDA45,OUT049,2940.1694
FDP31,OUT045,572.82214
FDY01,OUT046,1144.4081
FDT09,OUT018,3126.9478
DRH03,OUT027,2265.9143
FDA36,OUT018,2113.7131
NCF31,OUT017,2082.43
FDG14,OUT049,1750.3539
FDG28,OUT027,5451.3525
FDU14,OUT049,4874.921
FDY47,OUT019,302.16074
FDI56,OUT049,939.98706
DRD01,OUT013,863.74744
FDM22,OUT046,1548.1487
FDH33,OUT013,561.8325
DRZ24,OUT013,1866.8116
NCQ38,OUT046,1783.1006
FDO16,OUT027,1727.8228
FDU07,OUT027,4182.3916
NCB07,OUT013,3224.8833
FDU48,OUT045,1870.5188
NCM43,OUT045,2653.5476
FDR31,OUT010,489.5571
DRK49,OUT018,453.18295
NCI30,OUT010,566.62134
DRD60,OUT017,4229.6895
NCG19,OUT046,4135.118
FDH12,OUT035,1085.9658
FDM32,OUT035,2784.1106
FDM27,OUT035,2544.1853
NCU53,OUT027,2899.1868
NCQ18,OUT046,2044.7355
FDS10,OUT013,2708.848
FDB33,OUT027,4709.0156
FDI12,OUT013,1036.17
NCW42,OUT013,3313.226
NCC06,OUT018,1239.9852
FDW02,OUT017,2742.719
NCD43,OUT017,1167.2513
FDM57,OUT018,1209.0787
FDA58,OUT017,3100.8413
FDK56,OUT046,1921.7578
FDP52,OUT045,2349.273
FDW20,OUT018,1943.6575
FDS52,OUT049,1770.1637
NCT29,OUT018,1911.2178
NCL54,OUT013,2528.5754
FDC05,OUT045,2082.8708
FDF34,OUT035,1775.4471
FDP03,OUT027,3277.7588
FDD32,OUT010,225.5062
FDZ10,OUT045,2470.4702
FDZ40,OUT035,746.96094
FDD51,OUT018,1188.8083
NCY30,OUT019,775.99585
FDP58,OUT017,2024.1
FDV49,OUT017,5573.3745
FDY24,OUT019,313.86276
NCO55,OUT017,2590.0593
FDR13,OUT017,1180.0543
FDS51,OUT017,1205.2339
FDP26,OUT045,807.6416
NCB54,OUT027,4422.9146
FDF32,OUT017,1991.3477
FDN31,OUT018,2308.5264
DRM48,OUT017,1164.2672
FDN20,OUT049,3101.856
DRL01,OUT046,4636.232
FDV56,OUT049,2191.7542
DRH13,OUT027,2543.9187
FDA03,OUT017,3032.1868
FDF47,OUT027,3688.342
FDX32,OUT046,2788.1675
FDX57,OUT049,2875.9512
NCA30,OUT045,3326.073
FDO49,OUT013,592.64856
FDL04,OUT019,410.05624
DRM48,OUT035,800.68005
FDR16,OUT013,1133.2711
NCC19,OUT018,1526.6149
NCE42,OUT045,2059.1692
FDY24,OUT017,733.40625
FDH19,OUT049,3481.1926
FDJ46,OUT013,3510.7605
FDN45,OUT010,1010.87683
FDY08,OUT035,2453.3733
FDZ37,OUT035,1783.8129
NCT30,OUT045,574.29407
DRY23,OUT018,605.9796
NCZ30,OUT018,1111.5465
FDC44,OUT018,1395.2678
FDB45,OUT035,2590.7786
FDY04,OUT013,2399.3232
FDM27,OUT046,1304.5576
FDZ43,OUT017,6934.916
FDT39,OUT019,273.79282
NCC06,OUT019,392.9117
FDL15,OUT027,4743.1396
FDL57,OUT017,5005.726
FDU08,OUT046,1049.9233
FDK40,OUT017,1613.0504
FDQ12,OUT010,751.599
FDS48,OUT017,2933.636
FDP09,OUT045,1497.7231
FDW21,OUT049,1594.9115
FDY25,OUT035,4390.103
DRE13,OUT017,1143.8468
FDV43,OUT019,298.80612
FDD22,OUT045,1414.3417
FDM46,OUT019,365.473
NCO30,OUT010,526.3237
FDM25,OUT046,2844.8447
NCN41,OUT049,2219.9602
FDU24,OUT045,1285.7264
FDZ50,OUT046,3322.8657
FDP45,OUT013,4419.459
NCM54,OUT045,1499.9957
FDW10,OUT019,656.0488
FDP20,OUT017,3040.6091
FDK32,OUT046,3101.8215
FDN52,OUT049,515.09875
FDM58,OUT045,1843.5978
FDZ46,OUT027,3646.8308
NCA18,OUT018,2393.3765
FDD35,OUT046,571.8508
NCK31,OUT035,1015.3932
FDI40,OUT027,2385.7773
FDT50,OUT019,406.1821
NCT06,OUT046,3036.315
FDT31,OUT035,3208.4224
FDT45,OUT049,684.7245
FDT13,OUT045,4623.197
FDO50,OUT045,1717.9374
NCU18,OUT010,223.55869
NCR54,OUT049,5213.3096
NCO18,OUT018,2764.5679
FDU09,OUT045,841.65015
FDT13,OUT018,2557.116
FDE09,OUT046,2062.8757
NCK53,OUT019,490.0228
FDG45,OUT049,3646.6477
DRH15,OUT035,1253.1704
FDO21,OUT019,449.63254
FDD14,OUT027,4123.13
FDC09,OUT046,959.0094
FDH45,OUT027,1829.2626
FDV32,OUT046,1213.185
FDG12,OUT035,2173.3567
FDS32,OUT013,1565.5452
NCL55,OUT018,1874.3505
DRE01,OUT035,3851.8696
DRE15,OUT049,1280.593
NCL42,OUT045,1932.3407
FDP31,OUT013,655.07275
FDN33,OUT018,1661.7113
FDZ59,OUT046,2534.1777
FDE45,OUT010,724.37524
FDJ07,OUT013,2058.741
FDQ45,OUT018,2727.0671
FDM33,OUT027,8068.5947
FDO15,OUT010,178.90732
FDM46,OUT013,1692.2181
FDR03,OUT045,3085.0022
FDY49,OUT018,1827.0405
FDQ60,OUT045,1967.6005
FDW10,OUT049,2868.7856
FDO51,OUT049,1075.9185
FDJ40,OUT018,1644.6891
FDS20,OUT018,1813.1915
FDU45,OUT013,2457.5037
FDV02,OUT035,2154.6492
FDN09,OUT046,1839.5377
NCM55,OUT027,2811.1013
FDN23,OUT018,1509.9934
FDY31,OUT010,210.3204
FDW03,OUT010,423.04794
FDD14,OUT046,3452.9026
FDV23,OUT017,1960.8774
DRI03,OUT045,1279.5321
FDN13,OUT035,1031.9636
FDF45,OUT027,2253.59
FDU46,OUT035,1514.3322
FDB57,OUT049,3377.9844
FDV12,OUT049,1849.2751
FDQ58,OUT013,1396.852
NCA18,OUT017,1614.1877
FDH52,OUT049,1151.2823
FDM24,OUT018,1911.1
NCP43,OUT027,4154.932
NCO18,OUT019,808.86145
FDM32,OUT017,1349.5315
NCL07,OUT017,486.96652
FDK03,OUT013,3043.4646
FDP59,OUT017,1751.9541
FDQ24,OUT049,3524.851
FDQ16,OUT018,1905.0796
FDU44,OUT013,3261.533
FDH28,OUT010,280.4122
FDV28,OUT019,245.50473
FDM22,OUT045,605.2252
FDR56,OUT046,1427.8182
FDV39,OUT049,1587.928
FDU37,OUT019,280.02902
FDQ11,OUT010,474.5245
FDX02,OUT045,5073.291
NCS42,OUT018,2089.0745
FDY57,OUT027,2416.6958
FDB21,OUT049,5963.7954
FDE28,OUT017,3312.9597
FDQ55,OUT017,1581.2749
FDA48,OUT049,4807.014
FDZ19,OUT045,1750.1448
NCC43,OUT045,3306.1748
NCV18,OUT046,872.7007
NCA42,OUT018,1098.4596
FDY45,OUT046,2362.7878
NCC30,OUT045,1633.9148
FDM57,OUT013,977.39954
FDL09,OUT010,283.66403
FDB09,OUT027,3165.9473
FDT44,OUT035,2415.5916
NCT06,OUT027,3998.604
FDX26,OUT049,2305.929
FDK32,OUT013,2037.1584
DRA12,OUT046,1237.3635
FDO46,OUT010,653.08936
FDE52,OUT013,1352.7795
NCH42,OUT045,3142.8298
FDV08,OUT035,570.0792
FDB47,OUT018,2209.524
FDC28,OUT010,414.96017
FDD22,OUT046,2454.4448
FDS07,OUT027,3585.1694
DRI13,OUT045,4201.652
FDG32,OUT018,2552.948
FDU14,OUT017,3165.6638
FDD28,OUT019,266.22702
NCP41,OUT017,1775.8195
FDS08,OUT049,1792.3596
FDX47,OUT045,1402.7466
FDC53,OUT019,368.00473
FDQ19,OUT035,4304.0205
FDL14,OUT045,2218.3574
FDM33,OUT019,325.8547
FDA51,OUT045,1848.5315
FDZ27,OUT018,1370.887
FDT04,OUT046,610.86206
DRC13,OUT049,1375.0583
FDR16,OUT027,5104.6177
FDQ03,OUT027,3612.2634
FDE38,OUT035,3625.7356
DRH23,OUT027,2144.2056
FDT11,OUT019,168.51974
FDD09,OUT035,3871.5232
FDR40,OUT045,1183.2743
FDX07,OUT017,4068.6252
FDR07,OUT035,1191.0784
FDA51,OUT017,2258.8662
FDT59,OUT019,505.98166
FDF20,OUT017,3007.8025
FDR13,OUT045,1143.3082
FDY26,OUT049,2571.404
FDW04,OUT017,1342.4496
FDK52,OUT017,6166.5425
FDN60,OUT049,1632.0516
FDM09,OUT019,691.90283
FDP46,OUT049,1343.5918
FDB50,OUT019,318.8591
NCQ29,OUT049,3427.4517
FDP16,OUT027,4752.1196
FDX33,OUT018,4439.54
FDP07,OUT010,403.4543
FDN22,OUT046,2577.9834
FDF39,OUT049,3973.7793
FDS21,OUT017,573.80554
NCM42,OUT013,702.91504
FDK50,OUT019,418.77194
DRF13,OUT027,3728.5764
FDH35,OUT018,2009.1019
FDP60,OUT018,1011.7815
DRJ49,OUT027,2722.9385
NCT42,OUT019,722.47534
FDE38,OUT049,1565.6267
FDI04,OUT049,3614.3525
NCH54,OUT045,3565.4617
FDT56,OUT049,746.58777
DRD15,OUT018,4303.5303
FDV58,OUT013,2371.3271
FDP21,OUT049,4597.1865
FDH05,OUT013,4016.0447
FDR10,OUT027,5538.5044
NCP06,OUT045,3399.855
FDF33,OUT049,1999.2292
DRK37,OUT013,4047.1384
DRH49,OUT045,1341.4332
FDT58,OUT013,2124.0916
FDD41,OUT018,1405.9268
FDP40,OUT018,2148.7034
FDM51,OUT027,2548.6482
FDO45,OUT010,294.00632
FDW33,OUT010,327.67
FDY24,OUT045,799.3761
FDB10,OUT010,328.78085
FDM40,OUT035,3017.312
NCI06,OUT017,4498.405
FDW12,OUT019,400.86276
FDX48,OUT027,3710.5325
NCW05,OUT027,2472.823
FDX27,OUT017,1789.066
DRM37,OUT045,5160.0977
FDA38,OUT045,4103.948
FDR36,OUT046,808.45874
FDZ45,OUT046,4410.5273
FDG05,OUT017,3306.8596
FDK28,OUT013,4873.576
FDV47,OUT045,1045.3079
FDN21,OUT045,1711.5361
FDP20,OUT027,3583.6863
FDI35,OUT045,4968.3813
DRY23,OUT013,586.7379
FDA56,OUT017,1780.4886
FDB09,OUT013,717.6553
NCO26,OUT027,2211.4832
FDQ49,OUT018,1446.8817
FDI52,OUT027,2901.4792
FDZ44,OUT027,4027.76
FDZ09,OUT018,2785.327
FDY03,OUT049,2581.746
NCG42,OUT017,2563.605
DRI13,OUT027,8546.89
FDQ32,OUT013,1467.2815
FDW16,OUT035,994.20166
FDU27,OUT046,735.89856
FDR28,OUT010,219.86728
FDQ49,OUT010,805.443
FDS37,OUT046,2008.1116
FDW26,OUT018,4113.96
FDX12,OUT018,2645.7078
NCP06,OUT013,2988.992
FDW45,OUT010,387.43076
NCN30,OUT049,1844.2411
FDN24,OUT049,871.7368
NCL41,OUT027,1144.6794
FDR02,OUT019,389.78598
FDD09,OUT010,825.15845
FDS33,OUT010,277.28525
FDU22,OUT045,1963.1456
FDI53,OUT013,1353.0228
DRH01,OUT049,2481.0298
FDX32,OUT013,3305.782
NCP30,OUT018,444.76596
FDB60,OUT045,2961.7104
FDB14,OUT049,1262.5382
NCP02,OUT035,550.95557
FDJ10,OUT017,2217.8628
FDG34,OUT046,356.56723
NCB18,OUT017,1531.8325
FDM16,OUT049,1219.1428
FDW25,OUT018,1329.8297
FDB35,OUT010,351.66708
DRN11,OUT013,2614.4822
FDF41,OUT019,800.8258
FDH16,OUT045,882.63025
NCQ50,OUT018,4288.15
DRH23,OUT018,1149.0759
DRJ37,OUT013,2547.1104
DRJ24,OUT027,3286.6177
FDY16,OUT035,3255.7725
FDQ27,OUT045,1779.9547
FDZ33,OUT045,1932.692
FDF29,OUT045,2182.3613
FDA08,OUT049,4137.552
FDG31,OUT046,567.08154
FDE34,OUT019,381.37863
NCR30,OUT027,2090.9304
FDV33,OUT035,4582.401
DRZ24,OUT018,1499.1824
NCL54,OUT035,3532.1506
FDR12,OUT049,4398.488
NCC54,OUT046,4516.2363
DRN59,OUT013,831.4758
FDX50,OUT019,387.39645
FDV31,OUT027,4002.829
NCA29,OUT027,3977.9175
FDW60,OUT049,3905.123
FDX08,OUT017,2941.9275
DRD49,OUT013,3526.0352
FDD33,OUT046,3976.47
FDW35,OUT013,920.9374
FDJ36,OUT017,1169.8718
FDV51,OUT035,4271.928
FDW36,OUT046,2311.4507
FDH35,OUT046,1457.9749
NCS30,OUT027,2936.4119
FDN49,OUT017,707.1846
FDL08,OUT018,2556.533
FDI09,OUT013,1758.8099
FDP19,OUT018,1477.4307
FDU21,OUT010,190.264
NCP41,OUT045,1163.2415
FDY10,OUT013,2872.8323
FDP12,OUT018,756.9321
NCN26,OUT049,2566.6394
FDK44,OUT013,1781.683
FDC28,OUT049,968.3396
FDJ41,OUT027,5887.77
NCT29,OUT035,2909.088
NCH42,OUT019,397.17978
FDU60,OUT018,3135.2637
FDS02,OUT045,2833.2156
FDC51,OUT046,1241.8608
FDU03,OUT013,4536.3496
FDX39,OUT045,3155.9578
NCY05,OUT010,296.49362
NCL06,OUT027,3643.8625
FDD32,OUT035,1256.9337
NCN41,OUT045,871.8424
NCX53,OUT049,3776.852
FDU57,OUT019,354.05795
FDQ23,OUT046,2469.921
FDQ52,OUT045,5253.169
FDC14,OUT045,421.71188
FDY09,OUT035,5445.759
FDQ28,OUT045,3857.2654
FDV25,OUT046,4819.6445
FDJ07,OUT035,2041.9525
DRB25,OUT049,2222.1963
FDK52,OUT019,1030.1224
FDY52,OUT027,1492.8776
FDB28,OUT046,1713.7635
FDT36,OUT035,843.2809
FDV25,OUT017,3472.9597
NCN07,OUT027,5178.4097
FDC57,OUT017,2254.6182
FDQ03,OUT018,3143.7632
FDU23,OUT017,3934.4695
NCX41,OUT035,6304.7705
NCD06,OUT035,850.4813
FDW08,OUT045,1680.2671
NCU29,OUT017,2351.7004
NCE06,OUT013,4008.9048
FDV52,OUT010,103.53769
FDB02,OUT017,3504.2195
NCR18,OUT045,452.57272
FDK16,OUT049,1713.2808
NCQ29,OUT010,1205.3187
FDZ01,OUT019,304.28537
FDW27,OUT035,2586.3462
FDD17,OUT018,4538.1553
FDW39,OUT013,2778.918
DRH59,OUT045,722.79395
FDS52,OUT013,1076.5452
FDU40,OUT027,5251.419
NCF54,OUT013,3016.2578
FDH46,OUT045,2363.5874
NCP14,OUT049,1439.1173
FDH50,OUT049,4778.998
DRF15,OUT010,357.15475
FDV27,OUT027,2818.411
NCJ06,OUT049,2900.63
FDN02,OUT018,4687.407
FDQ51,OUT049,920.66907
FDQ07,OUT017,6415.6577
FDS45,OUT049,1318.6747
NCJ06,OUT045,2283.0461
FDD36,OUT035,513.84375
FDY25,OUT045,4121.693
FDU52,OUT046,3002.8022
DRK47,OUT017,6629.153
NCL30,OUT017,2456.1643
FDN22,OUT035,2217.2798
NCF30,OUT027,2705.5354
FDK03,OUT035,6096.025
FDT45,OUT017,604.4059
NCC54,OUT027,4765.2495
FDP08,OUT018,2046.4865
FDU44,OUT046,1963.1456
DRG39,OUT035,505.69943
FDU32,OUT049,1156.8276
FDY27,OUT049,1588.589
NCP54,OUT013,1051.2494
NCZ41,OUT049,3563.792
DRL49,OUT013,2471.5205
FDI05,OUT018,462.44797
FDY56,OUT045,6247.8486
DRC13,OUT013,1460.3934
NCV29,OUT017,2262.8782
FDR24,OUT049,635.87427
FDZ34,OUT018,4450.1885
FDP37,OUT035,1818.5176
FDX08,OUT027,5643.518
FDS57,OUT045,2452.7114
NCG18,OUT049,2012.3235
FDK25,OUT018,623.7125
FDH53,OUT049,1690.1215
DRI59,OUT018,3246.608
FDA52,OUT046,4001.3584
FDT20,OUT010,322.5715
FDE36,OUT019,433.04538
FDI24,OUT017,3128.7576
FDB28,OUT018,2631.9436
FDV11,OUT017,3649.133
FDP01,OUT046,1971.7177
FDD34,OUT027,5682.915
FDJ50,OUT027,1735.9331
FDZ44,OUT013,2277.0212
DRO59,OUT035,883.9232
DRB48,OUT045,781.92065
FDR21,OUT018,1805.8751
NCE42,OUT010,600.10803
FDO23,OUT046,1557.1652
NCE30,OUT018,4829.6855
FDQ22,OUT035,561.8412
FDY01,OUT045,1636.2277
FDS08,OUT017,2118.2517
FDG28,OUT018,3472.5164
FDQ51,OUT018,568.7373
FDB05,OUT017,8310.643
FDO56,OUT049,3803.2212
FDE02,OUT018,1145.5933
FDN45,OUT017,2438.9492
FDS09,OUT013,654.1653
NCA54,OUT018,4306.412
FDP09,OUT010,457.3215
FDC53,OUT045,733.5447
NCM55,OUT017,3474.9148
FDL09,OUT018,2110.5203
FDA11,OUT019,548.21533
FDA50,OUT045,1716.2626
FDC23,OUT017,4680.636
FDE22,OUT049,4318.42
FDD23,OUT046,3655.3237
NCA29,OUT049,4493.5503
FDK38,OUT046,3021.6816
DRC13,OUT046,928.2781
NCP43,OUT049,2530.0798
FDX28,OUT049,1194.8453
FDF08,OUT049,1746.4119
FDZ33,OUT046,3925.0654
FDD10,OUT049,1706.1359
FDO58,OUT017,3107.1829
FDI50,OUT017,3946.7444
FDO58,OUT045,1893.6447
FDX08,OUT013,4892.6196
NCK17,OUT010,304.22397
FDF39,OUT035,5965.44
FDU45,OUT010,311.16953
NCJ18,OUT018,1157.4426
DRC27,OUT019,444.29282
DRC25,OUT035,1412.8993
FDU59,OUT035,2844.4814
FDU28,OUT035,2910.1475
NCP30,OUT046,686.2805
FDB39,OUT018,1283.8689
FDE41,OUT013,1381.5222
DRH11,OUT010,212.72507
FDA58,OUT045,3337.8503
FDU50,OUT046,1372.3208
FDM34,OUT013,2052.3362
FDM44,OUT027,3941.4133
FDR39,OUT045,4255.476
FDM25,OUT045,3069.7266
FDQ49,OUT049,1681.8514
DRH25,OUT018,664.4501
FDM09,OUT027,4148.9043
FDL44,OUT019,546.9912
NCR42,OUT018,398.76083
DRL59,OUT046,1265.5674
FDX43,OUT013,3539.4812
DRK47,OUT010,516.5913
FDU48,OUT018,1707.0905
FDY12,OUT045,592.49524
NCN43,OUT018,2181.8257
NCM55,OUT018,2126.61
FDQ21,OUT027,2058.2827
FDX13,OUT035,1969.731
NCK30,OUT027,6331.701
FDG20,OUT049,4074.1472
DRG27,OUT017,754.3533
FDY14,OUT018,4469.268
FDP59,OUT035,1627.5802
FDU60,OUT017,2800.616
NCC18,OUT019,439.90305
DRJ39,OUT017,5952.9297
FDS07,OUT049,1820.9342
FDM08,OUT027,2362.7
FDP51,OUT045,1545.938
FDU16,OUT035,1140.6776
FDH12,OUT013,1755.2673
DRE48,OUT010,720.6753
NCL42,OUT027,7827.4404
FDR21,OUT045,2072.6218
NCW29,OUT035,3058.6929
FDO11,OUT013,3630.831
NCM31,OUT049,3950.1533
FDV35,OUT019,392.4481
FDF58,OUT017,1602.8569
NCE43,OUT049,2592.669
FDA02,OUT035,1973.1301
DRL37,OUT010,312.5449
FDR24,OUT018,1790.7991
FDW59,OUT049,1274.3807
FDS22,OUT049,656.75525
FDW24,OUT017,645.6925
FDU24,OUT035,1419.1052
FDA21,OUT027,5897.208
FDH58,OUT027,4295.2275
FDW36,OUT018,1242.005
FDI45,OUT027,4412.2686
FDU01,OUT018,2327.6042
FDF35,OUT027,2772.5986
FDU43,OUT019,478.17416
FDE24,OUT019,422.5803
